3
Insert(-183.92,Value0)
Insert(-30.13,Value72979)
Insert(208.15,Value72980)
Insert(377.12,Value72981)
Insert(208.88,Value72982)
Insert(-346.12,Value72983)
Insert(-410.46,Value72984)
Insert(-354.81,Value72985)
Insert(7.59,Value72986)
Insert(-230.69,Value72987)
Insert(449.17,Value72988)
Insert(-336.29,Value72989)
Insert(149.52,Value72990)
Insert(-72.31,Value72991)
Insert(233.66,Value72992)
Insert(-186.87,Value72993)
Insert(169.15,Value72994)
Insert(358.86,Value72995)
Insert(288.38,Value72996)
Insert(-411.09,Value72997)
Insert(-434.99,Value72998)
Insert(95.14,Value72999)
Insert(333.35,Value73000)
Insert(272.78,Value73001)
Insert(-327.99,Value73002)
Insert(255.44,Value73003)
Insert(-240.65,Value73004)
Insert(298.59,Value73005)
Insert(-287.56,Value73006)
Insert(258.12,Value73007)
Insert(330.08,Value73008)
Insert(491.96,Value73009)
Insert(392.98,Value73010)
Insert(303.76,Value73011)
Insert(53.35,Value73012)
Insert(-387.48,Value73013)
Insert(-365.45,Value73014)
Insert(438.59,Value73015)
Insert(50.34,Value73016)
Insert(-215.43,Value73017)
Insert(-222.21,Value73018)
Insert(56.25,Value73019)
Insert(-171.15,Value73020)
Insert(-352.64,Value73021)
Insert(-492.78,Value73022)
Insert(108.88,Value73023)
Insert(-7.39,Value73024)
Insert(-268.25,Value73025)
Insert(-18.89,Value73026)
Insert(146.91,Value73027)
Insert(249.38,Value73028)
Insert(-248.17,Value73029)
Insert(46.12,Value73030)
Insert(109.39,Value73031)
Insert(-400.92,Value73032)
Insert(-172.08,Value73033)
Insert(50.49,Value73034)
Insert(127.62,Value73035)
Insert(-325.47,Value73036)
Insert(-424.37,Value73037)
Insert(382.03,Value73038)
Insert(-242.75,Value73039)
Insert(-330.39,Value73040)
Insert(394.15,Value73041)
Insert(-210.04,Value73042)
Insert(303.63,Value73043)
Insert(-439.37,Value73044)
Insert(-288.01,Value73045)
Insert(437.67,Value73046)
Insert(-242.38,Value73047)
Insert(337.75,Value73048)
Insert(-0.23,Value73049)
Insert(362.18,Value73050)
Insert(-490.31,Value73051)
Insert(183.33,Value73052)
Insert(-474.97,Value73053)
Insert(-430.77,Value73054)
Insert(32.59,Value73055)
Insert(117.64,Value73056)
Insert(219.39,Value73057)
Insert(464.55,Value73058)
Insert(-138.93,Value73059)
Insert(93.92,Value73060)
Insert(-429.51,Value73061)
Insert(421.86,Value73062)
Insert(-96.23,Value73063)
Insert(-412.85,Value73064)
Insert(-329.74,Value73065)
Insert(-332.18,Value73066)
Insert(-236.96,Value73067)
Insert(-492.79,Value73068)
Insert(341.49,Value73069)
Insert(-416.07,Value73070)
Insert(-362.59,Value73071)
Insert(30.01,Value73072)
Insert(324.86,Value73073)
Insert(413.57,Value73074)
Insert(-429.35,Value73075)
Insert(-396.93,Value73076)
Insert(-252.89,Value73077)
Insert(421.68,Value73078)
Insert(-181.61,Value73079)
Insert(-404.32,Value73080)
Insert(387.99,Value73081)
Insert(-270.46,Value73082)
Insert(-115.57,Value73083)
Insert(-313.11,Value73084)
Insert(-360.64,Value73085)
Insert(59.28,Value73086)
Insert(-145.02,Value73087)
Insert(413.45,Value73088)
Insert(331.49,Value73089)
Insert(230.09,Value73090)
Insert(-199.99,Value73091)
Insert(63.06,Value73092)
Insert(347.19,Value73093)
Insert(439.97,Value73094)
Insert(-94.67,Value73095)
Insert(-189.24,Value73096)
Insert(104.23,Value73097)
Insert(40.01,Value73098)
Insert(359.17,Value73099)
Insert(195.21,Value73100)
Insert(227.29,Value73101)
Insert(71.97,Value73102)
Insert(-59.28,Value73103)
Insert(-265.58,Value73104)
Insert(-75.29,Value73105)
Insert(0.61,Value73106)
Insert(314.54,Value73107)
Insert(-372.57,Value73108)
Insert(-199.07,Value73109)
Insert(376.84,Value73110)
Insert(258.82,Value73111)
Insert(468.04,Value73112)
Insert(74.64,Value73113)
Insert(193.29,Value73114)
Insert(395.09,Value73115)
Insert(359.57,Value73116)
Insert(-336.62,Value73117)
Insert(-359.61,Value73118)
Insert(-13.43,Value73119)
Insert(58.81,Value73120)
Insert(-89.54,Value73121)
Insert(422.94,Value73122)
Insert(498.49,Value73123)
Insert(317.34,Value73124)
Insert(-452.79,Value73125)
Insert(-100.34,Value73126)
Insert(302.31,Value73127)
Insert(411.43,Value73128)
Insert(-398.92,Value73129)
Insert(304.04,Value73130)
Insert(-206.56,Value73131)
Insert(463.69,Value73132)
Insert(76.8,Value73133)
Insert(-97.44,Value73134)
Insert(51.51,Value73135)
Insert(302.32,Value73136)
Insert(-323.23,Value73137)
Insert(-142.91,Value73138)
Insert(5.98,Value73139)
Insert(-497.33,Value73140)
Insert(-4.43,Value73141)
Insert(283.22,Value73142)
Insert(-197.82,Value73143)
Insert(207.58,Value73144)
Insert(-110.97,Value73145)
Insert(371.58,Value73146)
Insert(-439.52,Value73147)
Insert(337.11,Value73148)
Insert(163.33,Value73149)
Insert(456.27,Value73150)
Insert(-150.49,Value73151)
Insert(141.69,Value73152)
Insert(-351.92,Value73153)
Insert(-267.86,Value73154)
Insert(-128.72,Value73155)
Insert(-22.88,Value73156)
Insert(194.27,Value73157)
Insert(454.61,Value73158)
Insert(265.32,Value73159)
Insert(458.05,Value73160)
Insert(-218.32,Value73161)
Insert(462.58,Value73162)
Insert(-365.42,Value73163)
Insert(76.59,Value73164)
Insert(-491.45,Value73165)
Insert(-326.3,Value73166)
Insert(368.74,Value73167)
Insert(431.94,Value73168)
Insert(-223.64,Value73169)
Insert(467.02,Value73170)
Insert(349.05,Value73171)
Insert(-280.19,Value73172)
Insert(-295.03,Value73173)
Insert(-244.49,Value73174)
Insert(-11.83,Value73175)
Insert(-270.38,Value73176)
Insert(429.05,Value73177)
Insert(-255.12,Value73178)
Insert(20.58,Value73179)
Insert(-360.34,Value73180)
Insert(-238.49,Value73181)
Insert(-416.71,Value73182)
Insert(154.48,Value73183)
Insert(163.06,Value73184)
Insert(-154.39,Value73185)
Insert(163.91,Value73186)
Insert(178.77,Value73187)
Insert(-281.76,Value73188)
Insert(76.72,Value73189)
Insert(143.07,Value73190)
Insert(-338.24,Value73191)
Insert(486.39,Value73192)
Insert(274.81,Value73193)
Insert(103.05,Value73194)
Insert(303.11,Value73195)
Insert(320.05,Value73196)
Insert(-121.65,Value73197)
Insert(471.05,Value73198)
Insert(277.02,Value73199)
Insert(-450.99,Value73200)
Insert(274.18,Value73201)
Insert(-4.22,Value73202)
Insert(1.78,Value73203)
Insert(37.41,Value73204)
Insert(14.86,Value73205)
Insert(323.7,Value73206)
Insert(-244.81,Value73207)
Insert(-400.04,Value73208)
Insert(444.27,Value73209)
Insert(-111.09,Value73210)
Insert(34.03,Value73211)
Insert(61.21,Value73212)
Insert(278.52,Value73213)
Insert(-438.45,Value73214)
Insert(382.56,Value73215)
Insert(-480.74,Value73216)
Insert(307.79,Value73217)
Insert(41.57,Value73218)
Insert(197.44,Value73219)
Insert(-308.63,Value73220)
Insert(-457.25,Value73221)
Insert(-338.41,Value73222)
Insert(475.01,Value73223)
Insert(368.43,Value73224)
Insert(-459.13,Value73225)
Insert(-379.16,Value73226)
Insert(67.7,Value73227)
Insert(-423.41,Value73228)
Insert(373.89,Value73229)
Insert(-374.08,Value73230)
Insert(388.16,Value73231)
Insert(422.82,Value73232)
Insert(-154.67,Value73233)
Insert(298.2,Value73234)
Insert(-498.15,Value73235)
Insert(-477.59,Value73236)
Insert(99.46,Value73237)
Insert(124.26,Value73238)
Insert(-245.88,Value73239)
Insert(460.22,Value73240)
Insert(-208.05,Value73241)
Insert(-146.35,Value73242)
Insert(-394.34,Value73243)
Insert(495.46,Value73244)
Insert(63.54,Value73245)
Insert(-324.15,Value73246)
Insert(-155.49,Value73247)
Insert(-247.32,Value73248)
Insert(-451.99,Value73249)
Insert(-69.13,Value73250)
Insert(-91.57,Value73251)
Insert(86.88,Value73252)
Insert(49.21,Value73253)
Insert(305.22,Value73254)
Insert(426.58,Value73255)
Insert(-79.29,Value73256)
Insert(490.71,Value73257)
Insert(129.27,Value73258)
Insert(427.41,Value73259)
Insert(-342.41,Value73260)
Insert(-321.03,Value73261)
Insert(-408.21,Value73262)
Insert(-238.03,Value73263)
Insert(-24.95,Value73264)
Insert(-196.96,Value73265)
Insert(-151.6,Value73266)
Insert(-313.75,Value73267)
Insert(76.97,Value73268)
Insert(-167.14,Value73269)
Insert(-57.42,Value73270)
Insert(-111.76,Value73271)
Insert(101.82,Value73272)
Insert(-163.76,Value73273)
Insert(-321.05,Value73274)
Insert(-195.59,Value73275)
Insert(259.82,Value73276)
Insert(-454.32,Value73277)
Insert(-90.92,Value73278)
Insert(-180.86,Value73279)
Insert(-79.27,Value73280)
Insert(-97.59,Value73281)
Insert(298.08,Value73282)
Insert(382.17,Value73283)
Insert(372.04,Value73284)
Insert(28.07,Value73285)
Insert(-342.96,Value73286)
Insert(-430.07,Value73287)
Insert(316.79,Value73288)
Insert(359.11,Value73289)
Insert(-179.41,Value73290)
Insert(413.12,Value73291)
Insert(-128.25,Value73292)
Insert(-272.49,Value73293)
Insert(-421.48,Value73294)
Insert(-297.22,Value73295)
Insert(18.59,Value73296)
Insert(365.74,Value73297)
Insert(-85.11,Value73298)
Insert(62.38,Value73299)
Insert(-253.88,Value73300)
Insert(-42.37,Value73301)
Insert(5.28,Value73302)
Insert(-140.41,Value73303)
Insert(100.17,Value73304)
Insert(281.59,Value73305)
Insert(-325.64,Value73306)
Insert(-46.26,Value73307)
Insert(-199.83,Value73308)
Insert(238.69,Value73309)
Insert(-403.29,Value73310)
Insert(-199.43,Value73311)
Insert(-294.72,Value73312)
Insert(-428.83,Value73313)
Insert(460.53,Value73314)
Insert(-351.41,Value73315)
Insert(78.21,Value73316)
Insert(250.73,Value73317)
Insert(-417.45,Value73318)
Insert(276.27,Value73319)
Insert(-95.36,Value73320)
Insert(-291.56,Value73321)
Insert(316.29,Value73322)
Insert(-226.73,Value73323)
Insert(-132.05,Value73324)
Insert(267.18,Value73325)
Insert(250.63,Value73326)
Insert(-298.38,Value73327)
Insert(320.26,Value73328)
Insert(107.28,Value73329)
Insert(196.76,Value73330)
Insert(290.7,Value73331)
Insert(-340.38,Value73332)
Insert(432.12,Value73333)
Insert(271.07,Value73334)
Insert(11.46,Value73335)
Insert(274.01,Value73336)
Insert(-279.91,Value73337)
Insert(232.48,Value73338)
Insert(-398.89,Value73339)
Insert(101.27,Value73340)
Insert(362.55,Value73341)
Insert(331.07,Value73342)
Insert(270.88,Value73343)
Insert(43.52,Value73344)
Insert(-194.43,Value73345)
Insert(-420.67,Value73346)
Insert(294.88,Value73347)
Insert(318.44,Value73348)
Insert(357.94,Value73349)
Insert(218.15,Value73350)
Insert(-476.84,Value73351)
Insert(-115.13,Value73352)
Insert(-251.05,Value73353)
Insert(15.96,Value73354)
Insert(203.06,Value73355)
Insert(94.99,Value73356)
Insert(46.55,Value73357)
Insert(-114.84,Value73358)
Insert(208.54,Value73359)
Insert(371.37,Value73360)
Insert(-50.75,Value73361)
Insert(325.32,Value73362)
Insert(-65.37,Value73363)
Insert(487.69,Value73364)
Insert(277.26,Value73365)
Insert(-344.74,Value73366)
Insert(155.53,Value73367)
Insert(435.43,Value73368)
Insert(-279.06,Value73369)
Insert(-202.06,Value73370)
Insert(-487.34,Value73371)
Insert(-468.91,Value73372)
Insert(-147.22,Value73373)
Insert(82.67,Value73374)
Insert(77.98,Value73375)
Insert(-158.43,Value73376)
Insert(-107.41,Value73377)
Insert(481.84,Value73378)
Insert(380.65,Value73379)
Insert(277.48,Value73380)
Insert(363.36,Value73381)
Insert(363.49,Value73382)
Insert(-153.89,Value73383)
Insert(428.05,Value73384)
Insert(256.76,Value73385)
Insert(-300.26,Value73386)
Insert(-117.88,Value73387)
Insert(10.29,Value73388)
Insert(-343.24,Value73389)
Insert(16.72,Value73390)
Insert(-491.46,Value73391)
Insert(-83.14,Value73392)
Insert(-308.43,Value73393)
Insert(433.44,Value73394)
Insert(-222.04,Value73395)
Insert(-180.94,Value73396)
Insert(-68.81,Value73397)
Insert(-29.27,Value73398)
Insert(387.02,Value73399)
Insert(132.91,Value73400)
Insert(222.27,Value73401)
Insert(-215.09,Value73402)
Insert(205.23,Value73403)
Insert(299.66,Value73404)
Insert(-306.99,Value73405)
Insert(-168.54,Value73406)
Insert(-384.83,Value73407)
Insert(355.13,Value73408)
Insert(-378.87,Value73409)
Insert(-415.15,Value73410)
Insert(-116.87,Value73411)
Insert(-35.76,Value73412)
Insert(440.54,Value73413)
Insert(-126.22,Value73414)
Insert(110.11,Value73415)
Insert(-280.7,Value73416)
Insert(57.72,Value73417)
Insert(309.76,Value73418)
Insert(110.56,Value73419)
Insert(-5.21,Value73420)
Insert(-271.31,Value73421)
Insert(363.23,Value73422)
Insert(-2.05,Value73423)
Insert(239.12,Value73424)
Insert(318.14,Value73425)
Insert(-0.01,Value73426)
Insert(98.44,Value73427)
Insert(277.27,Value73428)
Insert(228.74,Value73429)
Insert(-71.78,Value73430)
Insert(103.36,Value73431)
Insert(-148.22,Value73432)
Insert(-46.45,Value73433)
Insert(-475.91,Value73434)
Insert(-394.01,Value73435)
Insert(-488.08,Value73436)
Insert(-223.75,Value73437)
Insert(-130.47,Value73438)
Insert(170.31,Value73439)
Insert(-170.06,Value73440)
Insert(37.15,Value73441)
Insert(1.91,Value73442)
Insert(379.95,Value73443)
Insert(-206.71,Value73444)
Insert(216.93,Value73445)
Insert(431.64,Value73446)
Insert(122.93,Value73447)
Insert(388.37,Value73448)
Insert(-417.96,Value73449)
Insert(-454.07,Value73450)
Insert(74.57,Value73451)
Insert(-432.76,Value73452)
Insert(268.51,Value73453)
Insert(-494.84,Value73454)
Insert(-43.13,Value73455)
Insert(200.54,Value73456)
Insert(-455.11,Value73457)
Insert(-482.16,Value73458)
Insert(-171.31,Value73459)
Insert(-100.38,Value73460)
Insert(-340.93,Value73461)
Insert(268.97,Value73462)
Insert(-222.49,Value73463)
Insert(32.03,Value73464)
Insert(-454.48,Value73465)
Insert(-73.72,Value73466)
Insert(350.02,Value73467)
Insert(162.24,Value73468)
Insert(131.06,Value73469)
Insert(385.58,Value73470)
Insert(345.71,Value73471)
Insert(-57.83,Value73472)
Insert(291.75,Value73473)
Insert(-325.76,Value73474)
Insert(-316.85,Value73475)
Insert(-464.89,Value73476)
Insert(-312.32,Value73477)
Insert(-452.17,Value73478)
Insert(-347.13,Value73479)
Insert(403.14,Value73480)
Insert(-24.23,Value73481)
Insert(-399.97,Value73482)
Insert(-76.05,Value73483)
Insert(466.26,Value73484)
Insert(84.57,Value73485)
Insert(220.07,Value73486)
Insert(361.17,Value73487)
Insert(139.75,Value73488)
Insert(-160.93,Value73489)
Insert(-253.22,Value73490)
Insert(23.07,Value73491)
Insert(-291.12,Value73492)
Insert(-237.69,Value73493)
Insert(316.44,Value73494)
Insert(457.22,Value73495)
Insert(-103.02,Value73496)
Insert(-237.12,Value73497)
Insert(72.68,Value73498)
Insert(-88.35,Value73499)
Insert(-345.77,Value73500)
Insert(-406.57,Value73501)
Insert(234.98,Value73502)
Insert(57.15,Value73503)
Insert(-152.72,Value73504)
Insert(60.96,Value73505)
Insert(-87.85,Value73506)
Insert(-159.59,Value73507)
Insert(-6.79,Value73508)
Insert(101.68,Value73509)
Insert(-417.24,Value73510)
Insert(-478.95,Value73511)
Insert(348.63,Value73512)
Insert(418.29,Value73513)
Insert(343.27,Value73514)
Insert(-383.16,Value73515)
Insert(-87.82,Value73516)
Insert(-352.28,Value73517)
Insert(453.53,Value73518)
Insert(180.35,Value73519)
Insert(-292.03,Value73520)
Insert(-399.94,Value73521)
Insert(-306.19,Value73522)
Insert(333.89,Value73523)
Insert(113.52,Value73524)
Insert(342.31,Value73525)
Insert(147.02,Value73526)
Insert(420.48,Value73527)
Insert(180.48,Value73528)
Insert(-281.99,Value73529)
Insert(-261.29,Value73530)
Insert(223.83,Value73531)
Insert(475.78,Value73532)
Insert(107.55,Value73533)
Insert(486.16,Value73534)
Insert(-144.98,Value73535)
Insert(329.88,Value73536)
Insert(406.59,Value73537)
Insert(-448.63,Value73538)
Insert(25.62,Value73539)
Insert(106.29,Value73540)
Insert(-194.68,Value73541)
Insert(-160.97,Value73542)
Insert(-432.91,Value73543)
Insert(-283.29,Value73544)
Insert(324.94,Value73545)
Insert(268.98,Value73546)
Insert(273.04,Value73547)
Insert(49.83,Value73548)
Insert(171.07,Value73549)
Insert(-5.06,Value73550)
Insert(-199.33,Value73551)
Insert(-245.53,Value73552)
Insert(-4.31,Value73553)
Insert(52.53,Value73554)
Insert(-275.87,Value73555)
Insert(-373.64,Value73556)
Insert(-52.13,Value73557)
Insert(151.28,Value73558)
Insert(-6.52,Value73559)
Insert(-384.56,Value73560)
Insert(471.68,Value73561)
Insert(-167.44,Value73562)
Insert(247.99,Value73563)
Insert(187.64,Value73564)
Insert(371.81,Value73565)
Insert(-65.77,Value73566)
Insert(67.34,Value73567)
Insert(12.16,Value73568)
Insert(-378.18,Value73569)
Insert(146.94,Value73570)
Insert(-446.94,Value73571)
Insert(270.87,Value73572)
Insert(176.53,Value73573)
Insert(373.23,Value73574)
Insert(206.46,Value73575)
Insert(24.35,Value73576)
Insert(-366.96,Value73577)
Insert(130.25,Value73578)
Insert(-311.77,Value73579)
Insert(77.48,Value73580)
Insert(-423.77,Value73581)
Insert(354.86,Value73582)
Insert(-17.26,Value73583)
Insert(-117.67,Value73584)
Insert(308.61,Value73585)
Insert(276.52,Value73586)
Insert(436.37,Value73587)
Insert(399.03,Value73588)
Insert(371.08,Value73589)
Insert(-165.37,Value73590)
Insert(-195.23,Value73591)
Insert(289.37,Value73592)
Insert(311.74,Value73593)
Insert(158.21,Value73594)
Insert(-203.02,Value73595)
Insert(-160.85,Value73596)
Insert(-72.52,Value73597)
Insert(187.81,Value73598)
Insert(-459.94,Value73599)
Insert(-78.81,Value73600)
Insert(180.93,Value73601)
Insert(167.04,Value73602)
Insert(-262.89,Value73603)
Insert(11.33,Value73604)
Insert(-245.87,Value73605)
Insert(-461.49,Value73606)
Insert(396.91,Value73607)
Insert(165.42,Value73608)
Insert(77.93,Value73609)
Insert(-458.21,Value73610)
Insert(175.67,Value73611)
Insert(375.88,Value73612)
Insert(389.14,Value73613)
Insert(40.65,Value73614)
Insert(-349.43,Value73615)
Insert(-151.53,Value73616)
Insert(192.52,Value73617)
Insert(414.19,Value73618)
Insert(-351.72,Value73619)
Insert(-100.46,Value73620)
Insert(95.08,Value73621)
Insert(-466.19,Value73622)
Insert(137.93,Value73623)
Insert(227.02,Value73624)
Insert(269.55,Value73625)
Insert(-66.79,Value73626)
Insert(-320.24,Value73627)
Insert(224.67,Value73628)
Insert(463.41,Value73629)
Insert(-170.43,Value73630)
Insert(298.47,Value73631)
Insert(-185.92,Value73632)
Insert(357.18,Value73633)
Insert(-387.69,Value73634)
Insert(-367.65,Value73635)
Insert(-373.59,Value73636)
Insert(-33.12,Value73637)
Insert(-169.45,Value73638)
Insert(-2.92,Value73639)
Insert(-205.46,Value73640)
Insert(488.24,Value73641)
Insert(139.54,Value73642)
Insert(-91.85,Value73643)
Insert(181.88,Value73644)
Insert(47.32,Value73645)
Insert(382.28,Value73646)
Insert(-223.88,Value73647)
Insert(-360.35,Value73648)
Insert(352.75,Value73649)
Insert(-484.69,Value73650)
Insert(-91.11,Value73651)
Insert(-58.56,Value73652)
Insert(-364.21,Value73653)
Insert(19.48,Value73654)
Insert(-450.67,Value73655)
Insert(205.68,Value73656)
Insert(310.54,Value73657)
Insert(-422.93,Value73658)
Insert(-297.92,Value73659)
Insert(326.34,Value73660)
Insert(-347.16,Value73661)
Insert(63.98,Value73662)
Insert(-471.94,Value73663)
Insert(-22.81,Value73664)
Insert(-237.89,Value73665)
Insert(-312.69,Value73666)
Insert(419.49,Value73667)
Insert(157.03,Value73668)
Insert(493.76,Value73669)
Insert(-125.64,Value73670)
Insert(385.03,Value73671)
Insert(-100.56,Value73672)
Insert(-407.51,Value73673)
Insert(-421.66,Value73674)
Insert(421.17,Value73675)
Insert(-434.52,Value73676)
Insert(-97.08,Value73677)
Insert(-168.84,Value73678)
Insert(-394.68,Value73679)
Insert(224.29,Value73680)
Insert(-381.15,Value73681)
Insert(-370.55,Value73682)
Insert(50.72,Value73683)
Insert(432.55,Value73684)
Insert(-77.78,Value73685)
Insert(160.94,Value73686)
Insert(104.54,Value73687)
Insert(-83.04,Value73688)
Insert(-472.26,Value73689)
Insert(21.31,Value73690)
Insert(-262.38,Value73691)
Insert(200.77,Value73692)
Insert(-332.39,Value73693)
Insert(406.24,Value73694)
Insert(-492.24,Value73695)
Insert(121.94,Value73696)
Insert(-104.73,Value73697)
Insert(313.62,Value73698)
Insert(273.24,Value73699)
Insert(-269.68,Value73700)
Insert(177.26,Value73701)
Insert(-454.56,Value73702)
Insert(105.37,Value73703)
Insert(-222.84,Value73704)
Insert(-70.64,Value73705)
Insert(-154.75,Value73706)
Insert(150.19,Value73707)
Insert(464.71,Value73708)
Insert(226.75,Value73709)
Insert(-411.65,Value73710)
Insert(-11.04,Value73711)
Insert(169.47,Value73712)
Insert(461.63,Value73713)
Insert(-192.45,Value73714)
Insert(-216.19,Value73715)
Insert(461.05,Value73716)
Insert(-461.16,Value73717)
Insert(-160.55,Value73718)
Insert(21.52,Value73719)
Insert(-373.76,Value73720)
Insert(471.26,Value73721)
Insert(38.58,Value73722)
Insert(-332.51,Value73723)
Insert(235.68,Value73724)
Insert(-26.22,Value73725)
Insert(110.91,Value73726)
Insert(136.89,Value73727)
Insert(485.86,Value73728)
Insert(182.78,Value73729)
Insert(279.49,Value73730)
Insert(232.47,Value73731)
Insert(-197.63,Value73732)
Insert(412.67,Value73733)
Insert(255.26,Value73734)
Insert(412.93,Value73735)
Insert(-145.03,Value73736)
Insert(110.36,Value73737)
Insert(332.06,Value73738)
Insert(133.08,Value73739)
Insert(-358.17,Value73740)
Insert(-390.01,Value73741)
Insert(-404.44,Value73742)
Insert(-404.92,Value73743)
Insert(123.13,Value73744)
Insert(220.74,Value73745)
Insert(167.38,Value73746)
Insert(375.59,Value73747)
Insert(459.26,Value73748)
Insert(204.33,Value73749)
Insert(-130.95,Value73750)
Insert(-287.11,Value73751)
Insert(-71.45,Value73752)
Insert(-175.97,Value73753)
Insert(-191.25,Value73754)
Insert(418.51,Value73755)
Insert(382.57,Value73756)
Insert(-402.62,Value73757)
Insert(-32.07,Value73758)
Insert(178.87,Value73759)
Insert(389.94,Value73760)
Insert(-440.14,Value73761)
Insert(-91.17,Value73762)
Insert(-433.65,Value73763)
Insert(140.69,Value73764)
Insert(-395.88,Value73765)
Insert(-401.94,Value73766)
Insert(-349.19,Value73767)
Insert(-29.22,Value73768)
Insert(-188.09,Value73769)
Insert(217.49,Value73770)
Insert(-163.89,Value73771)
Insert(-338.93,Value73772)
Insert(28.61,Value73773)
Insert(-440.87,Value73774)
Insert(-111.33,Value73775)
Insert(2.23,Value73776)
Insert(163.4,Value73777)
Insert(423.85,Value73778)
Insert(-277.04,Value73779)
Insert(-227.62,Value73780)
Insert(-451.14,Value73781)
Insert(333.54,Value73782)
Insert(158.36,Value73783)
Insert(279.33,Value73784)
Insert(-208.72,Value73785)
Insert(58.57,Value73786)
Insert(469.03,Value73787)
Insert(330.58,Value73788)
Insert(0.49,Value73789)
Insert(134.06,Value73790)
Insert(-155.19,Value73791)
Insert(473.13,Value73792)
Insert(-334.22,Value73793)
Insert(-155.45,Value73794)
Insert(430.01,Value73795)
Insert(444.44,Value73796)
Insert(-177.56,Value73797)
Insert(462.37,Value73798)
Insert(39.46,Value73799)
Insert(300.53,Value73800)
Insert(-295.33,Value73801)
Insert(-351.55,Value73802)
Insert(224.62,Value73803)
Insert(269.2,Value73804)
Insert(372.66,Value73805)
Insert(-234.72,Value73806)
Insert(-137.44,Value73807)
Insert(162.91,Value73808)
Insert(-44.95,Value73809)
Insert(14.58,Value73810)
Insert(375.53,Value73811)
Insert(-66.64,Value73812)
Insert(16.02,Value73813)
Insert(-322.37,Value73814)
Insert(-142.54,Value73815)
Insert(-494.34,Value73816)
Insert(331.48,Value73817)
Insert(-76.17,Value73818)
Insert(382.51,Value73819)
Insert(243.99,Value73820)
Insert(-358.11,Value73821)
Insert(-139.54,Value73822)
Insert(-438.31,Value73823)
Insert(-53.11,Value73824)
Insert(454.26,Value73825)
Insert(347.83,Value73826)
Insert(-47.41,Value73827)
Insert(201.91,Value73828)
Insert(-147.54,Value73829)
Insert(89.68,Value73830)
Insert(470.68,Value73831)
Insert(275.07,Value73832)
Insert(-41.02,Value73833)
Insert(-19.28,Value73834)
Insert(66.64,Value73835)
Insert(-110.68,Value73836)
Insert(39.64,Value73837)
Insert(-241.53,Value73838)
Insert(-482.25,Value73839)
Insert(-1.79,Value73840)
Insert(-139.77,Value73841)
Insert(14.28,Value73842)
Insert(457.21,Value73843)
Insert(315.36,Value73844)
Insert(-308.58,Value73845)
Insert(-234.62,Value73846)
Insert(-422.11,Value73847)
Insert(354.75,Value73848)
Insert(-50.73,Value73849)
Insert(306.48,Value73850)
Insert(-178.53,Value73851)
Insert(409.94,Value73852)
Insert(412.71,Value73853)
Insert(404.43,Value73854)
Insert(-77.67,Value73855)
Insert(365.12,Value73856)
Insert(435.16,Value73857)
Insert(-37.77,Value73858)
Insert(-288.43,Value73859)
Insert(304.17,Value73860)
Insert(-281.01,Value73861)
Insert(40.31,Value73862)
Insert(-382.53,Value73863)
Insert(39.14,Value73864)
Insert(-401.69,Value73865)
Insert(-59.35,Value73866)
Insert(-53.33,Value73867)
Insert(243.89,Value73868)
Insert(-167.06,Value73869)
Insert(304.44,Value73870)
Insert(17.68,Value73871)
Insert(254.85,Value73872)
Insert(-437.84,Value73873)
Insert(-402.63,Value73874)
Insert(34.85,Value73875)
Insert(-105.28,Value73876)
Insert(-136.24,Value73877)
Insert(-76.97,Value73878)
Insert(-174.79,Value73879)
Insert(115.13,Value73880)
Insert(-358.98,Value73881)
Insert(59.17,Value73882)
Insert(-458.13,Value73883)
Insert(-253.21,Value73884)
Insert(121.99,Value73885)
Insert(-471.24,Value73886)
Insert(453.62,Value73887)
Insert(-208.27,Value73888)
Insert(497.86,Value73889)
Insert(73.09,Value73890)
Insert(429.82,Value73891)
Insert(-63.13,Value73892)
Insert(-378.43,Value73893)
Insert(-247.73,Value73894)
Insert(453.44,Value73895)
Insert(481.82,Value73896)
Insert(-278.16,Value73897)
Insert(1.96,Value73898)
Insert(50.28,Value73899)
Insert(100.53,Value73900)
Insert(172.82,Value73901)
Insert(60.03,Value73902)
Insert(-303.38,Value73903)
Insert(66.23,Value73904)
Insert(127.83,Value73905)
Insert(459.06,Value73906)
Insert(-55.95,Value73907)
Insert(-159.1,Value73908)
Insert(217.57,Value73909)
Insert(6.29,Value73910)
Insert(-412.45,Value73911)
Insert(491.75,Value73912)
Insert(-183.76,Value73913)
Insert(56.75,Value73914)
Insert(-455.83,Value73915)
Insert(-447.21,Value73916)
Insert(435.33,Value73917)
Insert(308.11,Value73918)
Insert(96.62,Value73919)
Insert(-258.75,Value73920)
Insert(-406.83,Value73921)
Insert(-197.33,Value73922)
Insert(-238.92,Value73923)
Insert(-319.19,Value73924)
Insert(102.18,Value73925)
Insert(-412.57,Value73926)
Insert(191.67,Value73927)
Insert(187.14,Value73928)
Insert(-425.94,Value73929)
Insert(210.16,Value73930)
Insert(-128.65,Value73931)
Insert(309.39,Value73932)
Insert(-114.96,Value73933)
Insert(264.8,Value73934)
Insert(-209.57,Value73935)
Insert(89.11,Value73936)
Insert(443.75,Value73937)
Insert(338.91,Value73938)
Insert(129.43,Value73939)
Insert(-318.98,Value73940)
Insert(-237.46,Value73941)
Insert(-483.51,Value73942)
